,Algorithm,R2,RMSE,MSE,RPD,MAE,Explained Var
3,DecisionTreeRegressor,1.0,0.5291502622129182,0.28,9.562578302650332,0.3660377358490562,0.9888629804210777
1,RandomForestRegressor,0.99842478768792,0.3412913047778694,0.11647975471698054,19.26504459093091,0.2142830188679252,0.9973834968674702
2,AdaBoostRegressor,0.998011275469877,0.6118753256521247,0.37439141414189364,10.152805018421848,0.31267906390306316,0.9901128714609664
6,BaggingRegressor,0.9974243990149433,0.3377533989326624,0.11407735849056616,15.7593095589444,0.22735849056603863,0.9959620800493018
0,PLSRegression,0.8130401820168762,2.529038842617921,6.396037467470193,2.032678228239808,2.0899769608584107,0.7538931610425149
4,SVR,0.7833273286952345,2.6685204512460388,7.121001398718362,2.0206336998245193,2.199397816755037,0.7514252483018251
5,KNeighborsRegressor,0.7551714457935454,3.6123206360120492,13.048860377358496,1.703754776140824,2.8000000000000007,0.6819075616164885
