,Index,Category,R2,RMSE,MSE,RPD,MAE,Explained Var
306,CEDJ970101,composition,0.3298399286043361,4.785325840131099,22.89934339622641,1.2215485306521354,3.9022641509433966,0.425896522545248
307,CRAJ730102,sec_struct,0.32647792068062453,5.2584910670159735,27.65172830188679,1.2184959256773102,4.221886792452831,0.32696827894398284
308,KARS160118,meta,0.32555383570226093,4.669738791127239,21.806460377358487,1.21766088516764,3.7154716981132077,0.3443526734249637
309,WOLS870103,meta,0.3254216730700725,5.013204451039727,25.132218867924536,1.2175415979445599,4.093207547169812,0.32548928340460426
310,SUEM840102,observable,0.32425939736150944,4.106621436490283,16.864339622641513,1.2164940598478668,3.2388679245283027,0.325703024033532
311,GEOR030104,sec_struct,0.3242220115480473,4.10114848157495,16.81941886792452,1.2164604095590095,3.2901886792452824,0.33711230166812756
312,QIAN880139,sec_struct,0.3237320014827545,4.193757265269414,17.5876,1.2160196184365295,3.42,0.38238801181166004
313,AVBF000102,polar,0.32047904312694686,4.988460646596453,24.8847396226415,1.2131055018264212,4.049056603773585,0.39950064354067927
314,GEIM800105,sec_struct,0.3200959705770381,4.865821499800885,23.67621886792453,1.2127637088139045,3.6569811320754715,0.33018840395397686
315,ROBB760113,sec_struct,0.3193833877872482,4.894859837644862,23.959652830188688,1.2121286810716756,3.6354716981132076,0.3252083453843886
316,RACS820102,geometry,0.31912094276028635,4.461658038535697,19.906392452830204,1.2118950508832464,3.6222641509433977,0.3311112842892765
317,SUEM840101,observable,0.31752484607487585,4.6396811861844505,21.52664150943395,1.210477098948127,3.779622641509433,0.3180224628200511
318,WILM950102,hydrophobic,0.3162209859281927,4.733607663234667,22.40704150943397,1.2093224525468818,3.6758490566037745,0.36942291576361797
319,PRAM820101,hydrophobic,0.3159972668776525,5.004600148014768,25.04602264150944,1.2091246678132144,4.12377358490566,0.3381739180483295
320,KARS160109,meta,0.3157099071894388,4.2406772332053775,17.983343396226417,1.2088707622137085,3.472830188679245,0.3590753676375964
