,Index,Category,R2,RMSE,MSE,RPD,MAE,Explained Var
0,RACS820108,geometry,0.6260377364574454,3.2992643917394147,10.88514552659965,1.6352573509221462,2.761404909441164,0.6451825938833566
1,CHOP780206,sec_struct,0.6236319050804894,3.1087981936016593,9.66462620854094,1.630022501481734,2.4731177538458478,0.6239472316310413
2,GEIM800109,sec_struct,0.6087373879502922,3.539016132114561,12.524635183367106,1.5986957669670103,2.866661371485861,0.6087388831814959
3,AURR980113,sec_struct,0.5929260005415056,3.8197665014328006,14.590616125468179,1.5673403630862264,3.126129738695839,0.5933133335799035
4,GEIM800102,sec_struct,0.5876147180091866,3.585988742755993,12.859315263172709,1.5572144373679342,2.8857522372133584,0.6018881400076597
5,COHE430101,geometry,0.5861199130386694,3.8398357856834844,14.744338861015502,1.5543998087861155,3.193774099324361,0.5885792937791162
6,QIAN880120,sec_struct,0.5849554202836211,3.8956148061898332,15.175814718205451,1.5522176832610228,3.146377696262326,0.5866376287618646
7,ROBB760110,sec_struct,0.5802753061525042,3.7210115843488314,13.845927210858202,1.5435394705408523,2.809592788310361,0.5803931946770022
8,BEGF750101,sec_struct,0.5773233621301385,3.5868048986206387,12.865169380769009,1.538140040959723,3.0125708041904558,0.577492475549402
9,BHAR880101,flexibility,0.5760977392009708,4.193118579085731,17.582243418273933,1.5359148295146456,3.510286109614649,0.5821871980758577
10,QIAN880112,sec_struct,0.5730459979698772,3.4768001614042774,12.088139362340808,1.530415852616606,2.8840108122686026,0.5809203117408748
11,ROBB760105,sec_struct,0.5719175271773789,3.6009442447683875,12.966799453930573,1.5283973522566496,2.853493518301839,0.5736988202869316
12,QIAN880103,sec_struct,0.5690447439515369,3.78482463002531,14.324897480046225,1.523294622927394,2.991638187717549,0.5696101388114467
13,QIAN880102,sec_struct,0.5634489415948067,3.8934255193768523,15.158762274934912,1.5135001810846398,3.0863918706224918,0.5635059197081889
14,TANS770109,sec_struct,0.5625457516832321,3.795008592287751,14.402090215537857,1.5119369497157071,3.187718032380096,0.5631544733207609
15,KRIW790101,geometry,0.557884366423596,3.895336267018056,15.173644633146163,1.503945379951587,3.2364962055650253,0.5672541662020238
16,QIAN880127,sec_struct,0.5571834964220463,3.6227809801667075,13.12454203025765,1.502754720156441,2.9934063618476876,0.5577182776720013
17,CORJ870103,hydrophobic,0.5531716880638735,3.3473623538969717,11.204834728286674,1.4959933343427505,2.6184614545117393,0.5533267612793374
18,ROSM880105,hydrophobic,0.5525839509042989,3.6208539859889526,13.110583587852085,1.495010423899256,2.8606226653994553,0.5525843978255537
19,TANS770101,sec_struct,0.5523331186117552,3.8093220790440534,14.51093470189251,1.4945915304642512,3.1226845195816675,0.5574404032691078
20,RADA880104,hydrophobic,0.5484775816706604,4.165832699201753,17.354162077738565,1.4881967128645488,3.4970136715231304,0.5507887806890828
21,NAKH900110,composition,0.5461199436355793,3.984617116592866,15.877173565844846,1.4843265303026012,3.151975846866007,0.5708309388274132
22,ISOY800103,sec_struct,0.5445024099809375,3.8473436750328394,14.802053353815193,1.4816886640591824,3.0897774486311875,0.5488194114133045
23,CRAJ730102,sec_struct,0.5436029740290449,4.3138170601447205,18.609017628395637,1.4802279388391955,3.6649995159657274,0.5436239994601693
24,PTIO830102,sec_struct,0.5417920894256737,3.7400599496194644,13.98804842674755,1.4773000369056422,2.84984241394018,0.5496467779828114
25,GEIM800101,sec_struct,0.5409757892683213,3.903835791687681,15.239933888461785,1.4759858830603256,3.156135588234058,0.5451942362347841
26,PONP800108,hydrophobic,0.539408195211367,3.800514407778382,14.443909763731064,1.4734720316381111,3.0978778794851025,0.5401520385969596
27,WILM950104,hydrophobic,0.5381570968883547,3.2996515937005153,10.88770063981035,1.4714749147425514,2.712666029915653,0.5423885022366742
28,BLAS910101,hydrophobic,0.537437831680056,4.25805054878829,18.130994476036257,1.4703304280784655,3.4897791521468817,0.5528584018637343
29,RICJ880110,sec_struct,0.5373707028090785,3.870785052103906,14.98297691959104,1.4702237495748194,3.203061931792408,0.6045277270831972
30,ROBB760101,sec_struct,0.5363578810609622,3.933368688665569,15.471389240974698,1.4686170268095313,3.263940253074738,0.5365706169048292
31,PARJ860101,observable,0.5361188962998844,3.328245263008572,11.077216530739,1.4682386730647021,2.717720678270857,0.5642651412824036
32,CHOC760103,hydrophobic,0.5352967317061825,3.4974194657798083,12.23194291961552,1.4669392758685227,2.851913467554963,0.5583504114080166
33,KIDA850101,hydrophobic,0.5349481196928568,4.069635061374581,16.561929532769287,1.4663893495597864,3.263853534105712,0.5404450889669414
34,JANJ780102,hydrophobic,0.534584844824953,4.095164755181348,16.77037437207951,1.4658169505083982,3.3836630393359686,0.5349619197604476
35,GEIM800111,sec_struct,0.5342233096834655,4.016363401203617,16.13117497052789,1.465247957657276,3.3966166271982687,0.5362887271433909
36,CHAM830101,sec_struct,0.5333579868974145,3.9260779087421174,15.414087745512877,1.4638887778718608,3.2913005590118836,0.541600898476792
37,MEIH800101,geometry,0.5331955653869098,4.430799754308278,19.631986462778304,1.463634080513775,3.5190016014258556,0.5408654935975729
38,PONP800107,hydrophobic,0.531711147768093,4.299720972002483,18.487600437077973,1.461312469937566,3.4966550866298056,0.5354885704255112
39,QIAN880121,sec_struct,0.5294660987117423,3.881177308918885,15.063537303266836,1.457822136039498,3.1947418690586664,0.556077510987683
40,NAGK730103,sec_struct,0.5288162510216772,3.8722584281960706,14.994385334735503,1.4568164888570798,3.0550800901096635,0.5343975800077105
