,Algorithm,Index,R2,RMSE,MSE,RPD,MAE,Explained Var
0,PLSRegression,ANDN920101,0.6736290958869872,3.0581653905404385,9.352375555899352,1.0416912784595649,2.4297345841859994,0.7361499097421256
1,PLSRegression,ARGP820101,0.6690327358122874,3.1338676421494887,9.821126398511595,1.042882865272652,2.482999241558553,0.7360590147811454
2,PLSRegression,ARGP820102,0.6540362336765538,3.1488517651070107,9.915267438617537,1.0813828942611134,2.510121840528682,0.7232300035867629
3,PLSRegression,ARGP820103,0.6513404811029545,3.157944867086176,9.972615783555925,1.098425373784628,2.6019270339565184,0.7181533209402271
4,PLSRegression,AURR980101,0.6466962748704188,3.1988862778896174,10.23287341887049,1.1074114884460533,2.603238414469528,0.7099347924233539
5,PLSRegression,AURR980102,0.6466916881621909,3.2147904074328375,10.334877363722189,1.1079910103649948,2.66166354031226,0.6887771565993098
6,PLSRegression,AURR980103,0.6428628698519568,3.2336536483220657,10.456515917306607,1.1114511037810129,2.6691744881371697,0.685565184397229
7,PLSRegression,AURR980104,0.642170516546996,3.274690638392291,10.723598777174113,1.1127836442541672,2.6734911607884055,0.6804067446949642
8,PLSRegression,AURR980105,0.6419266813027074,3.3023589993461115,10.90557496056225,1.116085886999963,2.677066349182473,0.6766504157659441
9,PLSRegression,AURR980106,0.6389764200731654,3.324484243355588,11.052195484319578,1.1182894759286388,2.685115421724129,0.6762731647889417
10,PLSRegression,AURR980107,0.6383590767658431,3.3807980097611035,11.429795182804638,1.1249358817700557,2.6863311169563944,0.670632964731662
11,PLSRegression,AURR980108,0.6382006333586839,3.381136362116613,11.432083099227164,1.131040303436372,2.693836420072359,0.667239396517874
12,PLSRegression,AURR980109,0.6377899289967359,3.3817437128841905,11.436190539631749,1.1327351788873035,2.6966082976620283,0.666390107662551
13,PLSRegression,AURR980110,0.6363951483346244,3.4061854546919674,11.602099351755125,1.152397832693568,2.706709036380879,0.6656491925795668
14,PLSRegression,AURR980111,0.6352212688281584,3.4214945772676306,11.706625142271802,1.1533365261291821,2.708251589966566,0.6616754598575898
15,PLSRegression,AURR980112,0.6350686691886129,3.4245829419880054,11.727768326555223,1.156443863156087,2.7111872504155046,0.6613930530894448
16,PLSRegression,AURR980113,0.6346364231019943,3.425036373858936,11.730874162256768,1.1565389399702037,2.725008195537045,0.6593118792561081
17,PLSRegression,AURR980114,0.634199190932687,3.4302462627569015,11.766589423157688,1.158335079765726,2.733947478838042,0.6573346230158013
18,PLSRegression,AURR980115,0.6329498943132399,3.4314653220579086,11.774954256485987,1.1594193095106797,2.7464590226296393,0.6561294402262066
19,PLSRegression,AURR980116,0.6322556917101197,3.4453765912749224,11.870619855705204,1.1629990099154186,2.7485138722673903,0.6546456469792974
20,PLSRegression,AURR980117,0.6321914438207153,3.446110349294262,11.87567653951302,1.1676290929656992,2.75020649040111,0.6525772326706849
21,PLSRegression,AURR980118,0.6320253063705222,3.447219972160387,11.88332553646146,1.1712138654217834,2.7664628134827622,0.6520572113593522
22,PLSRegression,AURR980119,0.6315366985346048,3.453504070732191,11.926690366563815,1.171944878449504,2.768818755078789,0.6519060940441149
23,PLSRegression,AURR980120,0.6311926229718072,3.483423762968658,12.134241112414726,1.172902462324909,2.770686493395257,0.6511473228543164
24,PLSRegression,AVBF000101,0.6302823196159553,3.486030148164039,12.152406193908593,1.1736696441303016,2.7942570816169443,0.6504349981186954
25,PLSRegression,AVBF000102,0.6299760717233567,3.4887515281606687,12.171387225243402,1.1807023319792291,2.7952648339904833,0.6496749113712799
26,PLSRegression,AVBF000103,0.6296329281289437,3.493401376632215,12.203853178255855,1.1827229862918638,2.7984848180851616,0.6494439381424506
27,PLSRegression,AVBF000104,0.6291383306514582,3.497565248487322,12.232962667426184,1.1850327830578262,2.801695883958175,0.6491562322993675
28,PLSRegression,AVBF000105,0.6289594711232265,3.500582365741535,12.254076899340602,1.1883586721469723,2.8091379161753767,0.6490677196282753
29,PLSRegression,AVBF000106,0.6273764390350488,3.5045401326446948,12.281801541317295,1.1895971541542252,2.8215253259409363,0.6471412380301629
30,PLSRegression,AVBF000107,0.6273682803878193,3.506324550426749,12.294311852925341,1.1913322186731479,2.8412381559321593,0.646151165485253
31,PLSRegression,AVBF000108,0.6273430684384651,3.510100120444443,12.320802855544091,1.1934834447517522,2.8469616773166093,0.6452239974099935
32,PLSRegression,AVBF000109,0.6270638595734213,3.5138108638896117,12.34686678718866,1.1948274927476485,2.8499212340845475,0.641356014550409
33,PLSRegression,BAEK050101,0.6269904553394211,3.5142460936068436,12.34992560643096,1.1991174164053306,2.8535003517194544,0.6405145700346109
34,PLSRegression,BASU050101,0.6259952287960102,3.5185312862959868,12.38006241264369,1.200197755344622,2.856553870891193,0.6405050914411745
35,PLSRegression,BASU050102,0.6258734744484199,3.52419159352895,12.419926387900121,1.2022547853769037,2.8663693945990167,0.6391907188060237
36,PLSRegression,BASU050103,0.6253519911190595,3.5272261124345206,12.441324048239942,1.202988662292438,2.8752116989881222,0.6368281986748512
37,PLSRegression,BEGF750101,0.6250206007247392,3.532494217931631,12.478515399720406,1.2035452477576924,2.875846086465499,0.6368015364659732
38,PLSRegression,BEGF750102,0.6247888464874668,3.532657415589458,12.479668415919187,1.2052021543024345,2.8765097201760277,0.6365001607192813
39,PLSRegression,BEGF750103,0.6242691493753956,3.5445483614610995,12.563823086736566,1.2062388239617352,2.8767910591963393,0.6345841966672219
40,PLSRegression,BHAR880101,0.6240591209460876,3.5475461220000755,12.585083487717775,1.208146714083503,2.8826975618384996,0.6337244568068209
