,Index,R2,RMSE,MSE,RPD,MAE,Explained Var
417,QIAN880117,0.9366281614066801,3.727479126904599,13.894100641509471,1.5008466008366632,3.123207547169815,0.5511442221284419
229,KARS160102,0.9365953069381898,3.6120132289400244,13.04663956603774,1.572844171735786,3.0070377358490608,0.5921687128642522
22,AURR980119,0.9365793028947039,4.636995277930224,21.5017252075472,1.4045266764365685,4.0451320754717015,0.5063622914596864
485,ROBB760104,0.9365769176980884,4.380678189073746,19.190341396226433,1.4501770607413977,3.57860377358491,0.5190898178113987
428,QIAN880128,0.9365662926619065,4.076592565292274,16.61860694339624,1.5540972247802938,3.2571320754716977,0.5821270904342754
315,NADH010103,0.9365637856040427,4.129512534620146,17.0528737735849,1.5545457678678714,3.1085660377358515,0.593024767836804
433,QIAN880133,0.9365465367306934,3.977285923937919,15.818803320754704,1.4763390960471356,3.15252830188679,0.5324357193161183
100,CORJ870101,0.9365277324746024,3.8734848285466583,15.003884716981133,1.3184281461137846,2.9337358490566037,0.45163121353716407
537,WERD780101,0.9365148229048912,3.453430676003541,11.926183433962276,1.6300375056542573,2.699509433962266,0.6165380413706234
466,RICJ880102,0.9364645769935438,4.300241614537052,18.492077943396232,1.306806419171581,3.326849056603771,0.4891344854464421
186,GRAR740102,0.9364586454411188,4.465444918566873,19.94019832075471,1.3387243171613539,3.540622641509432,0.43638401853837816
525,VASM830101,0.9364558143331083,3.1672679048561814,10.031585981132066,1.7507336514012475,2.629490566037734,0.6685417081641398
395,PRAM900103,0.9364404141246729,4.347761707812952,18.90303186792459,1.285583593959725,3.4560566037735896,0.44857871947124683
278,LEVM780105,0.9363690772463102,4.02621494613152,16.210406792452837,1.4127468425162033,3.1735094339622663,0.4917407744072547
444,RACS820102,0.9363260902958845,4.158499057964829,17.293114415094372,1.487455947934869,3.4550566037735875,0.5418667310772184
443,RACS820101,0.936288491789939,3.380040074564259,11.42467090566036,1.552026594437944,2.696603773584902,0.6557718420705654
387,PONP800107,0.9362735452099241,3.1714244225465213,10.057932867924537,1.9239234678247024,2.651396226415097,0.749525362291579
554,YUTK870102,0.9362693006188482,4.16942940080557,17.384141528301893,1.5093076489806365,3.2930000000000033,0.5566750014980618
533,VINM940103,0.9362431178994451,3.3476372856428784,11.20667539622642,1.579587180151613,2.8665660377358515,0.5950735222777557
431,QIAN880131,0.9362422028153453,3.990624020810743,15.925080075471701,1.389669479811794,3.210188679245281,0.477482840235011
171,GEIM800109,0.9362403053663989,4.247938765415177,18.044983754717016,1.5557714084773289,3.597867924528305,0.5827905399821381
458,RADA880102,0.9362368444362941,3.9152351263161242,15.329066094339638,1.510572285626265,2.994660377358493,0.5777451979352737
475,RICJ880111,0.9362286798218065,4.61363816452998,21.285657113207563,1.37345077268537,3.6522075471698168,0.4699834450173076
362,PALJ810103,0.936226219889662,4.048651774193392,16.3915811886793,1.5082743936064869,3.1531886792452917,0.5594664022735317
361,PALJ810102,0.9361594051707248,3.609019550128201,13.025022113207562,1.5701447900064178,2.9227547169811343,0.5882751935225288
328,NAKH900106,0.9360564272176604,4.11608955290664,16.942193207547188,1.584394480982037,3.374301886792454,0.5939878405554606
277,LEVM780104,0.9360556429460823,4.112977764872996,16.916586094339664,1.4587854756959955,3.3203962264150992,0.5634400912891482
43,BIOV880102,0.9360076467222134,3.7848159971226463,14.324832132075493,1.5354036882759072,2.982018867924531,0.5692727761523735
241,KARS160114,0.9359860861633449,3.9717567616339386,15.774851773584912,1.59219656905777,3.050905660377359,0.5997393710506478
351,OOBM770102,0.9359426094741818,4.167413398495793,17.36733443396225,1.5400297871588977,3.046320754716983,0.5707712992494511
59,CEDJ970104,0.9359336910604572,4.629700719778442,21.43412875471702,1.5187142988229048,3.6642641509433975,0.5581126485080163
162,GARJ730101,0.9359240590824223,3.990319642466827,15.922650849056586,1.4172572611198795,3.2420188679245294,0.5241647312619921
559,ZHOH040102,0.9359137667802102,4.311468372643117,18.588759528301885,1.4132795025017637,3.458018867924527,0.5033928481282461
114,DAYM780101,0.9358939966411286,3.897603208843218,15.191310773584949,1.5118658139563979,3.177603773584908,0.5587201290356547
18,AURR980115,0.935871363867677,3.801697619807876,14.45290479245287,1.3218060137442207,2.8963018867924553,0.43432416797042317
82,CHOP780205,0.93585118120955,3.9154738839441965,15.33093573584905,1.4897912990182942,3.189622641509434,0.5670300192839396
182,GEOR030109,0.935839608531703,4.310750827653259,18.58257269811326,1.43889323616666,3.4667358490566085,0.5308517772156047
436,QIAN880136,0.935830097300955,4.098476537023031,16.797509924528295,1.5441688274685252,3.2885283018867937,0.5815423799158448
32,AVBF000109,0.9358119145095977,4.555094966182746,20.748890150943392,1.242184652097696,3.711471698113208,0.3439446156743975
192,GUYH850104,0.9358107344687389,4.187678753154624,17.536653339622667,1.5070158788036878,3.332471698113212,0.5532350464203241
414,QIAN880114,0.935765161763129,3.2197503155275244,10.366792094339594,1.7385465301121794,2.7100566037735825,0.6740562402888306
275,LEVM780102,0.9357520906857215,4.519156166014867,20.422772452830195,1.4762856074364445,3.652867924528303,0.5592366279456513
426,QIAN880126,0.9357452801192464,3.332137692799257,11.103141603773556,1.6893846089288589,2.87975471698113,0.646437493084004
131,FAUJ880101,0.9357185445945824,4.022002366699438,16.176503037735877,1.5033256110954616,3.3201320754717005,0.5721270490685488
311,MUNV940104,0.9357179820716156,4.086976709334357,16.70337862264149,1.5427707836320605,3.1973018867924483,0.5968915408657922
44,BLAM930101,0.935685721272429,4.274990742569688,18.275545849056535,1.3761079626072368,3.335547169811317,0.4780940693063721
514,TANS770102,0.9356816646629129,4.036275751654763,16.291521943396226,1.4957046529084657,3.1262452830188674,0.5444466320105593
24,AVBF000101,0.9355777906456308,3.932625324563254,15.465541943396238,1.4919789233570018,3.279905660377362,0.5421591087461786
524,TSAJ990102,0.9355369161473102,4.414650683845476,19.489140660377334,1.3843622869441057,3.4849999999999977,0.46963164427400195
547,WOLR790101,0.9355328044812775,3.595694180754174,12.92901664150943,1.706373119757792,2.711471698113209,0.6524952501708416
216,JOND920101,0.9355196035388631,4.172186140224244,17.407137188679272,1.625338937276375,3.142773584905661,0.6265705546198272
550,WOLS870102,0.9355183099675489,3.4265647107534876,11.741345716981131,1.790569730332464,2.798056603773586,0.6835946199038515
