,Index,Descriptor,R2,RMSE,MSE,RPD,MAE,Explained Var
6715,RACS820105,_conjoint_triad,0.8995105986100816,1.9898136233879886,3.9593582558204363,3.154567832248006,1.472457285952316,0.899894193605789
3046,ISOY800104,_dipeptide_composition,0.8856800374765016,2.014058800617397,4.056432852344388,2.957596770156238,1.608177930917404,0.8890899762436699
4036,LEVM760103,_dipeptide_composition,0.8833959817757234,2.0607456615937023,4.246672681777266,2.928486603533316,1.6734024628426483,0.886125998929117
587,BEGF750103,_tripeptide_composition,0.8718211279000431,2.2338872358523836,4.990252182504203,2.7931340370010433,1.6827153885753576,0.8724490696464318
4186,LEVM780106,_dipeptide_composition,0.871301507850293,2.4804791158953723,6.152776644393088,2.7874896958646054,1.8525544396815072,0.8713861858879408
152,AURR980107,_tripeptide_composition,0.8704262328840676,2.3274070815284804,5.4168237231489185,2.7780589513371403,1.9074876608456777,0.8704667622650197
2417,FUKS010112,_tripeptide_composition,0.8700557919528675,2.125247628466939,4.516677482304348,2.7740963228981426,1.692412666862757,0.8902530167960194
6601,RACS770101,_dipeptide_composition,0.868858149211782,2.110464622532585,4.454060922961607,2.7614001604024936,1.599412551393237,0.8702793620832526
4097,LEVM760107,_tripeptide_composition,0.8678891802268447,2.3999897600481512,5.759950848335982,2.7512547557631266,1.9968141216024546,0.8741208212020402
6542,QIAN880136,_tripeptide_composition,0.865660800188603,2.252082657545691,5.071876296418061,2.7283408243846075,1.8293457927422185,0.8737535170765163
3722,KARS160121,_tripeptide_composition,0.8654076371221431,2.3685783278493826,5.610163295157777,2.7257736644705455,1.990231588192998,0.8689397879809022
4277,MAXF760101,_tripeptide_composition,0.8650422762262966,2.2477935833623346,5.0525759934048855,2.7220815228900195,1.789457181871282,0.8651109465937611
3310,JURD980101,_conjoint_triad,0.8640530112984003,2.4460093288652804,5.982961636895979,2.712159359138765,1.9358980794534804,0.8656283215348728
5476,PALJ810106,_dipeptide_composition,0.8638348339397384,2.3970737444711014,5.745962536432707,2.709985642448508,1.8870024729468828,0.8665185110648057
1645,COWR900101,_conjoint_triad,0.8629408337249984,2.162611865836394,4.676890082256371,2.701132927775476,1.7686702035784667,0.8699302780846385
3512,KARS160107,_tripeptide_composition,0.8627609723123646,2.1897097329636455,4.79482871463572,2.6993623349814455,1.7957770648917466,0.8671320701384995
3830,KOEP990102,_geary_autocorrelation,0.8595437084676771,2.382432212528642,5.675983247294121,2.668267713610435,1.963174382271534,0.8601706690111711
5581,PALJ810113,_dipeptide_composition,0.8579932883558208,2.1517442241129516,4.630003206003448,2.653661750118592,1.771037265791804,0.8583686239386132
235,AURR980112,_conjoint_triad,0.8570083405590903,2.5085774082718446,6.292960613291886,2.6445065490640727,2.121394918620423,0.8573779035061939
3350,KANM800103,_geary_autocorrelation,0.856794877948154,2.3182136530524198,5.3741145411986455,2.6425348535526774,1.896263667550255,0.8570028841571027
4240,LIFS790102,_conjoint_triad,0.8551047228857658,2.386223267857026,5.694061484062265,2.627077501432063,1.868398188413434,0.859074665594081
872,CEDJ970103,_tripeptide_composition,0.8547421392340092,2.0521930894059226,4.211496476205426,2.623796678945691,1.6674259615798863,0.8599815456391572
565,BEGF750101,_conjoint_triad,0.8546947867810013,2.4537323539359144,6.020802464751884,2.6233691191561395,1.9591033819129944,0.8572656131898981
4397,MEEJ800102,_tripeptide_composition,0.8545414133788758,2.153425524684408,4.6372414903623165,2.621985697337528,1.7123686705174115,0.8554804950195736
8341,YUTK870104,_dipeptide_composition,0.8544976740390168,2.427360848689071,5.8920806897485285,2.6215915711858653,1.9312049611407027,0.8570431735033919
4066,LEVM760105,_dipeptide_composition,0.8543385949492588,2.2981602345674825,5.281540463747267,2.620159639621651,1.7724999711022182,0.8593560176614283
2957,HUTJ700101,_tripeptide_composition,0.8540536224544925,2.587758019724276,6.696491568647306,2.617600349409746,2.1611640347281416,0.8641764510916163
8420,ZIMJ680101,_geary_autocorrelation,0.8539102380635116,2.547083354724248,6.487633615913328,2.6163154709715686,2.0588294897945913,0.8618642317979975
7666,SWER830101,_dipeptide_composition,0.8538593063789358,2.2891091066992333,5.240020502373363,2.6158595234763333,1.7427215875321669,0.8539636970785006
6265,QIAN880117,_conjoint_triad,0.853633458529248,2.297034479796257,5.276367401372861,2.6138405705153893,1.8201367483515565,0.8537910212896451
8375,ZHOH040101,_geary_autocorrelation,0.8535791528666887,2.4050972780725366,5.784492916991924,2.6133558051600514,1.964144745225719,0.8541208558166157
5686,PLIV810101,_dipeptide_composition,0.8533961058452411,2.0876288011184108,4.3581940112590924,2.6117238007296635,1.5452991958595266,0.8544893846760866
5525,PALJ810109,_geary_autocorrelation,0.8533750602243523,2.4773236014883158,6.137132226491039,2.611536358806252,2.042873539776855,0.8569928701366011
4712,NADH010102,_tripeptide_composition,0.8530273747191125,2.2004510047633743,4.8419846243641445,2.6084455418227797,1.6552513874139223,0.8535789595077123
7396,ROBB760112,_dipeptide_composition,0.8529223414729828,2.264198116330468,5.126593109994439,2.6075139848605677,1.872087299868251,0.852981993580539
6505,QIAN880133,_conjoint_triad,0.8514951130279296,2.1802748930531797,4.753598609278055,2.594953782348758,1.7956785596566502,0.877880952878359
400,AVBF000103,_conjoint_triad,0.8513643641710337,2.5624788818729116,6.566298020044647,2.593812192426342,1.9563747662114153,0.8513821006228468
8252,WOLS870102,_tripeptide_composition,0.8509932937003597,2.5544403417766066,6.525165459695786,2.5905805020508197,2.1562273601891,0.8550456408797644
