,Algorithm,Index,R2,RMSE,MSE,RPD,MAE,Explained Var
975,RandomForestRegressor,QIAN880109,0.9405531867517367,4.149572903687662,17.21895528301885,1.0915793904134115,3.3817735849056563,0.25144404336203285
1000,RandomForestRegressor,QIAN880134,0.9404811332781579,3.419162437437699,11.690671773584906,1.6094946164414239,2.7347547169811333,0.6098935056333457
848,RandomForestRegressor,LIFS790102,0.9404625765365932,3.567340579664456,12.725918811320739,1.522101611987158,2.8838301886792457,0.5882497309492319
1084,RandomForestRegressor,TANS770106,0.9404419856134437,3.9069472906702396,15.264237132075525,1.587917476319845,3.086264150943401,0.5981878209896259
910,RandomForestRegressor,NISK800101,0.9404417287023717,4.23679657154781,17.950445188679275,1.5126502150871062,3.2951132075471703,0.5648809804048014
1055,RandomForestRegressor,ROBB760108,0.9402334953348866,3.5173987923110084,12.37209426415094,1.558130970720883,2.7968301886792455,0.5815487201764078
568,RandomForestRegressor,ARGP820102,0.9402109823867776,3.0965990931013683,9.588925943396216,1.8787163116448664,2.536056603773586,0.7170560311959004
861,RandomForestRegressor,MEEJ810102,0.9402064288436467,3.900196535928399,15.211533018867884,1.3534000194355766,3.0403396226415027,0.46251492012369466
671,RandomForestRegressor,CORJ870106,0.9401682537215177,4.177542113875997,17.451858113207535,1.384036338892384,3.133735849056603,0.4689856256283029
686,RandomForestRegressor,EISD860101,0.9401123003289222,3.6839497748199883,13.571485943396244,1.5318619999289576,2.989603773584908,0.5657044208063894
760,RandomForestRegressor,HARY940101,0.9401063857605851,4.654337240783418,21.6628551509434,1.3084155981698582,3.7295283018867926,0.40519675918814435
1040,RandomForestRegressor,RICJ880110,0.940102946377386,3.283675081023677,10.78252203773585,1.716416716291725,2.6329056603773577,0.6543931931553704
935,RandomForestRegressor,PALJ810110,0.9400935046953582,3.365509507531222,11.326654245283047,1.7443299044993126,2.592622641509437,0.6676447699283956
790,RandomForestRegressor,KANM800104,0.9400362439948214,4.376959377950224,19.15777339622641,1.3627769734267383,3.5064528301886764,0.45172634278481116
807,RandomForestRegressor,KARS160114,0.9400336049406762,4.163798544689061,17.337218320754744,1.4259728728431778,3.0361320754716976,0.5066791810460787
933,RandomForestRegressor,PALJ810108,0.9400240446124825,3.7340618028053356,13.943217547169834,1.4693039309422535,2.9560754716981164,0.5317629604994631
1123,RandomForestRegressor,ZASB820101,0.940010070378427,3.2631589943858903,10.648206622641535,1.5098404719263998,2.66933962264151,0.5614275287479331
1092,RandomForestRegressor,VASM830102,0.9399913332072078,4.029832018129244,16.239546094339616,1.4908551327031914,3.166509433962263,0.5596283963276047
894,RandomForestRegressor,NAKH900106,0.9399753435862006,4.152690816671514,17.24484101886793,1.4272181751016226,3.2841886792452866,0.5078578415440753
626,RandomForestRegressor,CEDJ970105,0.9399753022398404,4.060141012050674,16.48474503773587,1.4961882625795155,3.378358490566041,0.5448251379506448
794,RandomForestRegressor,KARS160101,0.9399542903342356,3.969331104240907,15.755589415094336,1.532665298360193,3.360283018867924,0.56618360256999
1114,RandomForestRegressor,WOLR810101,0.9399469828025095,3.845689152363171,14.789325056603767,1.5766747845709501,3.096037735849055,0.5900841734446018
955,RandomForestRegressor,PONP930101,0.9398645057284778,4.279507776756664,18.314186811320763,1.4119607609261846,3.420811320754717,0.488762697438168
882,RandomForestRegressor,NADH010104,0.9398502040842859,4.179992184248363,17.472334660377395,1.4261554970294,3.3522075471698147,0.5210165851106465
1025,RandomForestRegressor,RADA880103,0.9398236049915247,4.136567663865276,17.11119203773583,1.3523421030652143,3.1071320754716947,0.4479768988346424
1003,RandomForestRegressor,QIAN880137,0.9397712634943899,4.21217628956097,17.742429094339624,1.1638934640003986,3.176037735849058,0.27105446061398764
892,RandomForestRegressor,NAKH900104,0.9397700733419767,4.0936264174058445,16.757777245283012,1.523672493504724,3.2063396226415097,0.5700212575810881
3540,BaggingRegressor,FINA770101,0.939758375901691,4.638184013533337,21.512750943396217,1.2038723157575115,3.7747169811320753,0.29678458053264445
911,RandomForestRegressor,NISK860101,0.9396885745434611,3.9329105310549646,15.467785245283043,1.4930827090912324,3.1568679245283024,0.5438428526090997
687,RandomForestRegressor,EISD860102,0.9396757724560925,3.7545386722618055,14.096560641509441,1.7137423525442772,3.0645660377358532,0.6891289694724125
628,RandomForestRegressor,CHAM820101,0.9396533144825572,3.666595848086826,13.443925113207552,1.6187387886180549,2.9719056603773613,0.61940248728711
744,RandomForestRegressor,GEOR030105,0.9396498184746711,4.38245057878257,19.205873075471683,1.4399477667575171,3.3717924528301877,0.5087106796721588
833,RandomForestRegressor,LEVM760101,0.9396225023639467,4.366438177564246,19.065782358490573,1.4390829978959105,3.4615660377358517,0.5136112888534377
767,RandomForestRegressor,ISOY800102,0.9396202664922215,4.0800504205171615,16.646811433962267,1.4370249348215147,3.3994339622641516,0.5071566904155741
959,RandomForestRegressor,PRAM900101,0.9396153778740096,4.184618949763162,17.51103575471695,1.3902247297385353,3.5182830188679213,0.47366715611300547
697,RandomForestRegressor,FAUJ880101,0.9395853263465762,3.4921829335688384,12.195341641509456,1.4888651330898195,2.793792452830189,0.5753333811781634
660,RandomForestRegressor,CIDH920101,0.9395684925851859,3.255460935975179,10.59802590566039,1.84002303121148,2.675905660377359,0.7033442524705825
770,RandomForestRegressor,ISOY800105,0.9395544011266568,3.803996986785308,14.470393075471703,1.5503887834406185,3.120849056603775,0.5767703880858835
1018,RandomForestRegressor,RACS820110,0.9394913646292943,3.6735865180583973,13.495237905660419,1.4612825133481713,3.0523207547169866,0.5381465702707429
1104,RandomForestRegressor,WERD780102,0.9394308740559445,4.268886651725834,18.223393245283003,1.3334873781652004,3.372037735849055,0.4798415964632625
816,RandomForestRegressor,KHAG800101,0.939425938814054,3.5236214031097135,12.415907792452865,1.6187914904375327,2.931830188679251,0.6331200248649398
590,RandomForestRegressor,AVBF000101,0.9393639370604592,3.4882618529458123,12.167970754716952,1.5021211959894194,2.9569433962264107,0.5574839296159482
828,RandomForestRegressor,KUMS000102,0.9393514727203228,3.7652782828324654,14.177320547169797,1.6439912777742325,2.600509433962269,0.6311859923187111
584,RandomForestRegressor,AURR980115,0.9393482712411718,3.964991063303353,15.721154132075455,1.4334555184806084,3.247150943396223,0.5218625848711078
724,RandomForestRegressor,FUKS010109,0.9393267467506417,3.5178500268375252,12.375268811320778,1.6718891584221216,2.9449622641509468,0.6486289224372943
703,RandomForestRegressor,FAUJ880107,0.939313798545347,4.077149378745378,16.623147056603816,1.5480750301932826,3.1801132075471727,0.5783251984407802
1021,RandomForestRegressor,RACS820113,0.9392699555232067,3.330094290126347,11.089527981132099,1.7765408388777388,2.592924528301888,0.6836448727738975
589,RandomForestRegressor,AURR980120,0.9392565300660631,4.073076107947422,16.58994898113212,1.3803569862844671,3.32007547169812,0.4669280158461214
957,RandomForestRegressor,PRAM820102,0.9392400805151384,3.9896809987388866,15.91755447169812,1.4628487220200772,3.200962264150945,0.5313339702518086
822,RandomForestRegressor,KRIW710101,0.9392266165315342,3.9203571097445336,15.369199867924513,1.4208844394915638,2.8608867924528267,0.49516947985947013
578,RandomForestRegressor,AURR980109,0.9392223348880554,4.125999186017718,17.02386928301887,1.5286401833743584,3.4676226415094358,0.6004499908149517
764,RandomForestRegressor,HUTJ700102,0.9392065877560053,4.310297487872764,18.578664433962256,1.35713942893148,3.5708490566037714,0.4726172941864589
1019,RandomForestRegressor,RACS820111,0.9391907436322191,4.549905696721262,20.701641849056593,1.3757871747359756,3.819698113207546,0.48508256524587223
631,RandomForestRegressor,CHAM830102,0.939187779167785,3.3445121397343103,11.185761452830175,1.4918620583462658,2.6121320754716995,0.5421966404867236
789,RandomForestRegressor,KANM800103,0.9391775394307363,3.8105375592645774,14.520196490566043,1.521729951978363,3.036150943396227,0.5605950244627613
1024,RandomForestRegressor,RADA880102,0.9391568268551616,3.263946008617456,10.653343547169822,1.751309303001358,2.659660377358492,0.6678142588661505
657,RandomForestRegressor,CHOP780214,0.9391549325237418,3.9619116669360244,15.696744056603787,1.5818245941502458,3.0073018867924555,0.5927368317806737
1125,RandomForestRegressor,ZHOH040102,0.9391371054775813,4.3498757692084915,18.921419207547164,1.4932549378343294,3.589396226415093,0.5473150674137901
704,RandomForestRegressor,FAUJ880108,0.9391228052622104,3.9337839865491118,15.47465645283022,1.5199931113329672,3.3537735849056656,0.5612896157039129
953,RandomForestRegressor,PONP800107,0.9390616990855462,4.1813195714380145,17.483433358490583,1.417377447938356,3.2788301886792457,0.49265728714232015
720,RandomForestRegressor,FUKS010105,0.9390232170274904,4.21002950287695,17.724348415094344,1.5637237826743633,3.19324528301887,0.5973376437476389
1127,RandomForestRegressor,ZIMJ680101,0.9390087856994275,3.885935719372409,15.100496415094362,1.5979489024987557,3.2060000000000035,0.6116457306096387
1009,RandomForestRegressor,RACS820101,0.9389382763102524,3.7882640421214315,14.350944452830207,1.531116611552078,3.287698113207548,0.5954009958520543
1054,RandomForestRegressor,ROBB760107,0.9388797212802459,4.2128177972056715,17.747833792452848,1.4202738604399094,3.493150943396227,0.5093403288539913
869,RandomForestRegressor,MIYS990103,0.9388772051682852,3.7747532194733644,14.24876186792453,1.560590083439889,3.061528301886793,0.5880413576375606
868,RandomForestRegressor,MIYS990102,0.9388508099389942,4.265051181979609,18.190661584905662,1.5524978587224831,3.4342641509433975,0.5871626250722477
672,RandomForestRegressor,CORJ870107,0.9388440814414141,3.6046980586922457,12.993848094339643,1.719399712117243,2.701754716981139,0.6566106553485769
889,RandomForestRegressor,NAKH900101,0.9388320413644592,3.9910606477902117,15.928565094339623,1.4571419978680689,3.043811320754718,0.5208622944815211
962,RandomForestRegressor,PRAM900104,0.9388277227456814,2.7838628517508726,7.749892377358501,1.7884636991709104,2.2613962264150955,0.682010645159401
1050,RandomForestRegressor,ROBB760103,0.9387979432151862,4.0483698815835965,16.38929869811318,1.5249766279121832,3.3262452830188654,0.5622700833146753
661,RandomForestRegressor,CIDH920102,0.9387936173845675,3.6386983055057778,13.24012535849062,1.5488474184175955,3.029962264150948,0.5948491128374267
653,RandomForestRegressor,CHOP780210,0.9387851753469106,3.8297036463501906,14.666630018867945,1.618669614397741,3.063264150943395,0.6130761223870071
1073,RandomForestRegressor,SNEP660104,0.938673131213673,3.8384953616631337,14.734046641509392,1.4891992411869606,3.214037735849054,0.5631527302042767
995,RandomForestRegressor,QIAN880129,0.9386681763418318,3.6876108924803344,13.598474094339608,1.6609093067056127,2.9091886792452772,0.630539360597405
625,RandomForestRegressor,CEDJ970104,0.938656160738178,3.288954060384663,10.817218811320762,1.7402692565792008,2.6409622641509447,0.6637134388451469
572,RandomForestRegressor,AURR980103,0.9386401254476328,3.4322207619106613,11.7801393584906,1.723970552176189,2.8021132075471757,0.6839628611870294
1031,RandomForestRegressor,RICJ880101,0.9386083956246977,3.790448733827382,14.367501603773604,1.538932276806626,2.989150943396225,0.599412773657868
611,RandomForestRegressor,BLAS910101,0.938575578850149,3.484533005174574,12.141970264150949,1.5802631861081082,3.0140754716981144,0.5982922433337952
838,RandomForestRegressor,LEVM760106,0.9385425460179062,4.654295105010889,21.662462924528327,1.389741454890974,3.7677924528301947,0.4837676867564834
1126,RandomForestRegressor,ZHOH040103,0.938511475271716,3.789823884492747,14.362765075471696,1.7349227841677888,3.11745283018868,0.6630119762159672
819,RandomForestRegressor,KLEP840101,0.9384899318338192,3.816852756167598,14.568364962264189,1.6140590439200946,3.140433962264154,0.6108999330205961
841,RandomForestRegressor,LEVM780102,0.938374727511975,4.265827084749352,18.197280716981158,1.3926192860865632,3.378603773584909,0.4814420945175396
696,RandomForestRegressor,FAUJ830101,0.9383365884178754,4.413756229857263,19.4812440566038,1.4634126007580182,3.4851509433962296,0.5261594106028857
1048,RandomForestRegressor,ROBB760101,0.9382941734455315,4.561063577967772,20.803300962264178,1.4215480836061958,3.626509433962267,0.49568694228945376
705,RandomForestRegressor,FAUJ880109,0.9382454156254577,3.7058959118455963,13.733664509433904,1.4657012539830123,2.8210377358490506,0.5462400850498025
1089,RandomForestRegressor,TSAJ990101,0.9382344627379526,3.914248832730018,15.321343924528307,1.3910854876580647,3.054905660377361,0.4852739199819853
987,RandomForestRegressor,QIAN880121,0.938181944099811,3.9504203263345294,15.605820754717008,1.4604557609679394,3.2275471698113227,0.5226159940525366
893,RandomForestRegressor,NAKH900105,0.9381804683433401,3.3960783598755633,11.533348226415095,1.8814236149801546,2.76158490566038,0.7158767022366574
749,RandomForestRegressor,GOLD730101,0.9381383430813188,3.5362260396888634,12.504894603773582,1.6966167160096552,2.968,0.6481603640156026
751,RandomForestRegressor,GRAR740101,0.9381356571576226,4.171746026025603,17.40346490566041,1.2108254234880678,3.3486415094339654,0.3162380681645255
1119,RandomForestRegressor,YUTK870101,0.9380590328610547,4.255836979517237,18.1121483962264,1.5336885091542318,3.3715283018867925,0.5688973294889633
899,RandomForestRegressor,NAKH900111,0.9380296290701581,3.977410641999935,15.819795415094333,1.3570142753444405,3.272698113207548,0.46258536263596106
1056,RandomForestRegressor,ROBB760109,0.9380161911556437,4.069459150008134,16.560497773584927,1.291358044472905,3.3133207547169796,0.3889311481927512
647,RandomForestRegressor,CHOP780204,0.9379969004437164,3.409231886599054,11.622862056603745,1.5738839974315761,2.830962264150939,0.5887086820741775
791,RandomForestRegressor,KARP850101,0.9379910471173244,4.387464134132827,19.24984152830192,1.3770582869222225,3.5535660377358522,0.48486394054572035
706,RandomForestRegressor,FAUJ880110,0.9379643029665394,4.1091585008254015,16.885183584905658,1.3201495176941493,3.3841509433962274,0.4162793697166801
750,RandomForestRegressor,GOLD730102,0.9379223142038087,4.210423693554517,17.72766767924527,1.3577918831001838,3.343113207547168,0.4580552114416736
633,RandomForestRegressor,CHAM830104,0.9379043600550023,3.7745474550687543,14.247208490566011,1.5145096168686358,3.1366792452830152,0.5789289685222951
775,RandomForestRegressor,JANJ780101,0.9379036473146257,4.257643442004662,18.127527679245304,1.4765061893511253,3.442849056603778,0.5405230451848939
1091,RandomForestRegressor,VASM830101,0.9378905558682874,4.037069479354062,16.29792998113208,1.4412944873646392,3.3410377358490555,0.5209128108079488
716,RandomForestRegressor,FUKS010101,0.9378759375425542,4.098408927358164,16.796955735849092,1.4045977745779272,3.3389433962264192,0.4835272605974409
609,RandomForestRegressor,BIOV880102,0.9378704128078096,4.274585267315086,18.27207920754718,1.3258184842807363,3.2605283018867923,0.4206417659036342
621,RandomForestRegressor,CASG920101,0.937844694266862,3.9978970037796406,15.983180452830227,1.4817937005934645,3.2153962264150966,0.5439527568342372
735,RandomForestRegressor,GEIM800107,0.9378344387787523,4.422518604971692,19.55867081132076,1.1658375878037257,3.7091132075471713,0.25159992744116255
867,RandomForestRegressor,MIYS990101,0.9378181622182787,4.113366119152132,16.919780830188667,1.4797046791409822,3.015735849056602,0.5470597166296446
829,RandomForestRegressor,KUMS000103,0.9377787690915731,3.671944539084598,13.483176698113201,1.6261237334579057,2.8254905660377334,0.6147569280082459
778,RandomForestRegressor,JANJ790101,0.9377611422526876,3.899338354615254,15.204839603773596,1.6139060079188385,2.9961698113207524,0.6096825000705459
795,RandomForestRegressor,KARS160102,0.9377385650804384,4.543835973986145,20.646445358490617,1.411586034705617,3.4299622641509466,0.48944144196649886
845,RandomForestRegressor,LEVM780106,0.9377312254579234,2.9214199603798248,8.534694584905658,1.9464277963085468,2.311716981132074,0.7404058031123435
638,RandomForestRegressor,CHOC750101,0.9377111403686509,4.054754288440011,16.441032339622662,1.349643885626562,3.259811320754719,0.4560433124351344
831,RandomForestRegressor,KYTJ820101,0.937652033448451,3.911157144317677,15.297150207547208,1.5782562907014042,3.2135660377358564,0.5924932104487208
809,RandomForestRegressor,KARS160116,0.937646472768985,3.4021354753232322,11.574525792452835,1.6725092154628747,2.513490566037738,0.6542062702562405
3569,BaggingRegressor,GEIM800111,0.9376437605847098,4.150651687863276,17.227909433962267,1.3050231703059445,3.0920754716981143,0.4137783427958748
1029,RandomForestRegressor,RADA880107,0.9376192573318516,3.705171111064128,13.728292962264184,1.7246324337306165,3.0434905660377405,0.6796538250746513
994,RandomForestRegressor,QIAN880128,0.9376168813626686,4.1041290253358005,16.843875056603785,1.5368437805345905,3.516867924528302,0.5721946234021085
594,RandomForestRegressor,AVBF000105,0.9376111235436193,3.856847757254816,14.875274622641502,1.5740756050768594,3.0656415094339646,0.5952084706774172
677,RandomForestRegressor,CRAJ730102,0.937583899500957,4.175349069126628,17.433539849056597,1.5252302049589601,3.4803018867924544,0.5629420482969629
876,RandomForestRegressor,MUNV940103,0.937576138217732,3.939246602137626,15.51766379245283,1.587239127533572,3.2685471698113227,0.6224507028093627
639,RandomForestRegressor,CHOC760101,0.9375107052834962,4.037931784260307,16.304893094339626,1.2491148258405314,3.274,0.4669773760389224
766,RandomForestRegressor,ISOY800101,0.9374417822608024,4.391837836817936,19.288239584905646,1.3703131791672873,3.5507169811320742,0.4819346034306232
874,RandomForestRegressor,MUNV940101,0.9374400672096895,4.279031126009547,18.310107377358527,1.4823988040628813,3.4560566037735896,0.5458484537928787
1118,RandomForestRegressor,YANJ020101,0.9374201727294853,4.267821429572351,18.214299754716986,1.3395390325083874,3.208433962264152,0.43201491729856867
645,RandomForestRegressor,CHOP780202,0.9373846692395364,3.7500664321159736,14.062998245283026,1.3945979990183233,2.9117547169811324,0.515590642723572
897,RandomForestRegressor,NAKH900109,0.9373382763869569,4.42409653925852,19.572630188679216,1.4436085222818968,3.711358490566036,0.5113251707189159
1068,RandomForestRegressor,ROSM880105,0.9372996851798129,3.5184357507385995,12.379390132075493,1.7625911017893938,2.7562830188679306,0.6720563695632806
1093,RandomForestRegressor,VASM830103,0.937286184260456,3.0496962824344216,9.30064741509433,1.7711245871406056,2.409867924528299,0.6751666488737219
695,RandomForestRegressor,FASG890101,0.937268145565793,4.004614651802838,16.03693850943396,1.4576130989198088,3.093566037735851,0.5213436555367468
877,RandomForestRegressor,MUNV940104,0.9372331805332931,3.861277181412657,14.909461471698073,1.6448621501395384,3.0122641509433916,0.6261184593376006
880,RandomForestRegressor,NADH010102,0.9372294217725692,3.6466915168228806,13.298359018867961,1.4247364161030776,2.9355471698113234,0.5035137208947202
830,RandomForestRegressor,KUMS000104,0.9372188413928209,3.5722887145886424,12.761246660377374,1.6212122018408452,2.963150943396231,0.6390199104873385
640,RandomForestRegressor,CHOC760102,0.9372128165152115,4.0693248130325355,16.55940443396228,1.3394338754123147,3.3930000000000002,0.44046031698923216
813,RandomForestRegressor,KARS160120,0.9372067703512582,3.4747608659405174,12.073963075471696,1.6581773255365924,2.4871509433962258,0.6430061593557415
601,RandomForestRegressor,BASU050102,0.9371837800843005,3.613898441212234,13.060261943396217,1.7744342899779397,2.909301886792452,0.6762938259750726
1026,RandomForestRegressor,RADA880104,0.9371723138943782,3.3537650343547307,11.247739905660387,1.6086032781444535,2.832811320754721,0.6140744570426373
682,RandomForestRegressor,DESM900101,0.9370816093301197,4.437875307541103,19.69473724528304,1.3397475045943874,3.495773584905664,0.4577847643906504
907,RandomForestRegressor,NAKH920106,0.9370779095070825,3.8720143068502266,14.992494792452842,1.2987069510877145,3.128301886792452,0.3977709847497798
604,RandomForestRegressor,BEGF750102,0.9370602758536437,4.2779428423325365,18.300794962264185,1.3246348225064013,3.490660377358495,0.44616213715671504
853,RandomForestRegressor,MAXF760103,0.937030729699009,4.545530823974038,20.66185047169809,1.219997561919173,3.3702830188679234,0.35550831979630826
805,RandomForestRegressor,KARS160112,0.9369537780328069,3.2564558984988454,10.604505018867922,1.783801341482458,2.5684905660377386,0.6850730630597308
1113,RandomForestRegressor,WOLR790101,0.9369466667936543,3.773178080900594,14.23687283018869,1.3597467527390483,2.7541886792452837,0.506471600900953
715,RandomForestRegressor,FODM020101,0.9369380383038115,4.022898661600793,16.183713641509456,1.4586621951410235,3.1839056603773632,0.5209811113661154
948,RandomForestRegressor,PONP800102,0.9369058494730615,4.328459900843202,18.735565113207542,1.4159216111101134,3.484245283018864,0.49787656540704595
679,RandomForestRegressor,DAWD720101,0.9368444566079261,3.564809119238196,12.707864056603803,1.651617261075491,2.9241698113207577,0.626884836960173
900,RandomForestRegressor,NAKH900112,0.9367899813474857,3.3700891651604827,11.357500981132079,1.7404975653515442,2.529811320754718,0.681888003556983
763,RandomForestRegressor,HUTJ700101,0.9367740356779672,4.749636597816802,22.55904781132077,1.298588130938554,4.0149433962264185,0.39877367442353706
648,RandomForestRegressor,CHOP780205,0.9367650848377778,3.8489713818256934,14.814580698113186,1.4986698407919394,3.1259056603773576,0.5462505768008594
903,RandomForestRegressor,NAKH920102,0.9367519303301788,3.6817879654648147,13.555562622641538,1.5276187617579724,2.9782075471698146,0.576209042487908
676,RandomForestRegressor,CRAJ730101,0.9367029637195889,3.247487699513361,10.546176358490582,1.7181612199766634,2.462320754716981,0.6549871060099115
769,RandomForestRegressor,ISOY800104,0.936693647691864,3.9467849179654118,15.577111188679243,1.5876115526277206,3.2347735849056614,0.5969892920982245
932,RandomForestRegressor,PALJ810107,0.936568434529762,3.7141342041978604,13.794792886792473,1.4879803682671522,2.9714905660377364,0.5819433670840051
1065,RandomForestRegressor,ROSM880102,0.9365563410408919,3.878648383524713,15.04391328301887,1.5714125516127844,3.052830188679246,0.587665566803925
913,RandomForestRegressor,OLSK800101,0.9365507151025143,3.066596069395219,9.404011452830208,1.902098071127739,2.3713773584905713,0.7188643347528532
820,RandomForestRegressor,KOEP990101,0.9365270635504706,3.911155530646367,15.297137584905665,1.5730977369916317,3.278037735849058,0.5938506922879172
1103,RandomForestRegressor,WERD780101,0.9364867636924291,2.9943746094780463,8.966279301886802,1.673244789117087,2.3045849056603784,0.6488101350933353
736,RandomForestRegressor,GEIM800108,0.9364659356995034,3.6797236232353434,13.540365943396244,1.725429808000776,2.902320754716982,0.6616883197890713
858,RandomForestRegressor,MEEJ800101,0.9364621542457306,3.883058464372621,15.078143037735858,1.54472094995054,3.202962264150945,0.5732811664955252
659,RandomForestRegressor,CHOP780216,0.9364481392368923,3.939606739783922,15.520501264150905,1.3946749330397068,3.124811320754714,0.5437768787951568
1037,RandomForestRegressor,RICJ880107,0.9364375131996594,3.999493743906493,15.995950207547178,1.3984031081744948,3.1326981132075447,0.49164715320670793
646,RandomForestRegressor,CHOP780203,0.9364272893090977,3.9260977145444245,15.414243264150954,1.5722566028100302,3.1270377358490578,0.5913483244656486
1106,RandomForestRegressor,WERD780104,0.9363929326070859,4.343834704888785,18.868899943396237,1.378678647691868,3.5604716981132105,0.4804167916915033
656,RandomForestRegressor,CHOP780213,0.9363741546225777,3.970833808166174,15.767521132075478,1.4878046179265267,2.912716981132076,0.5421058874115041
796,RandomForestRegressor,KARS160103,0.936349670765065,3.92641320070131,15.416720622641506,1.4254678821310913,3.016849056603772,0.5130786200796804
737,RandomForestRegressor,GEIM800109,0.9363490238719623,3.795967967636286,14.409372811320754,1.553834197630564,3.037000000000001,0.587706989834508
613,RandomForestRegressor,BROC820102,0.9363375868085241,3.871238539561809,14.986487830188647,1.4730549214239064,3.053754716981127,0.5302903100873806
575,RandomForestRegressor,AURR980106,0.9363304743883939,3.685823954886489,13.585298226415079,1.548112883410472,2.967622641509432,0.5752301758433049
1046,RandomForestRegressor,RICJ880116,0.936316132245359,3.766552490060023,14.18691766037736,1.6046948501541696,3.0628301886792433,0.6112147812997111
968,RandomForestRegressor,QIAN880102,0.9363132268625811,3.549118415649424,12.59624152830188,1.8529191137068646,2.8645094339622634,0.7051960796441528
726,RandomForestRegressor,FUKS010111,0.9363131477737672,4.4677400411697725,19.96070107547168,1.2904927050916664,3.546999999999999,0.3955467990468806
997,RandomForestRegressor,QIAN880131,0.936290080494393,3.6486812091545815,13.312874566037738,1.354003204668735,2.8779999999999997,0.4686747346324698
714,RandomForestRegressor,FINA910104,0.936285251141598,3.7817261731987704,14.301452849056615,1.5010024260306225,2.883641509433965,0.5488255380629325
979,RandomForestRegressor,QIAN880113,0.9362817169541504,4.4290119239669625,19.616146622641534,1.4662101495858992,3.55994339622642,0.5319326693064599
931,RandomForestRegressor,PALJ810106,0.9362616368463739,3.727362715288218,13.893232811320756,1.5296084143241293,2.983452830188681,0.5801290429818745
733,RandomForestRegressor,GEIM800105,0.93619619076017,3.7321248234903965,13.928755698113223,1.5026669417134897,3.2354339622641537,0.549180040798517
670,RandomForestRegressor,CORJ870105,0.9361366600250602,3.6832211958228185,13.566118377358473,1.5832203521064716,2.9671698113207547,0.603550113565527
1112,RandomForestRegressor,WOEC730101,0.9361263368908408,4.027561125872764,16.221248622641486,1.4686571302398495,3.124132075471698,0.5274961737150505
856,RandomForestRegressor,MAXF760106,0.9360727031970714,3.8422794850855717,14.763111641509445,1.5958758510720947,3.071301886792456,0.6248805661302336
923,RandomForestRegressor,OOBM850103,0.9360662064419005,4.287109782011528,18.37931028301893,1.4289169885969268,3.404509433962272,0.505263406245303
779,RandomForestRegressor,JANJ790102,0.9360458687770647,4.192428262457098,17.576454735849047,1.2998161092641431,3.3203962264150944,0.4025596978750672
758,RandomForestRegressor,GUYH850104,0.9360454032053582,3.2917408768006022,10.835557999999999,1.6820314744198215,2.645698113207549,0.6422464934253947
709,RandomForestRegressor,FAUJ880113,0.9360396105301371,3.826703251309787,14.643657773584893,1.437007109245975,3.1407169811320736,0.5148853623551517
1124,RandomForestRegressor,ZHOH040101,0.9359862271160739,3.402132538764584,11.574505811320755,1.5408684573637215,2.7793207547169816,0.5990894178364259
785,RandomForestRegressor,JUNJ780101,0.935983817676512,3.4947672338609244,12.213398018867938,1.623041265449514,2.8471132075471712,0.6342423446271673
623,RandomForestRegressor,CEDJ970102,0.9359378164071999,3.967560124260586,15.741533339622675,1.4878328188151155,3.222320754716983,0.5615289956380976
721,RandomForestRegressor,FUKS010106,0.9359120194074599,3.274085137953202,10.71963349056604,1.8689252204789764,2.613716981132071,0.7149420637674038
666,RandomForestRegressor,CORJ870101,0.9358531425782832,4.473286949445061,20.0102961320755,1.3095685576817815,3.621188679245284,0.4315481330079567
738,RandomForestRegressor,GEIM800110,0.9358165805483801,3.9636219499674987,15.710298962264158,1.3754759917375798,3.243188679245282,0.49309876832635524
596,RandomForestRegressor,AVBF000107,0.9357482430224621,4.0928083590794815,16.751080264150875,1.3301812795427075,3.3109056603773523,0.4301533187505333
571,RandomForestRegressor,AURR980102,0.9357263014007917,4.566439147800619,20.85236649056604,1.2576811067709603,3.8928301886792482,0.3556890686126647
782,RandomForestRegressor,JOND920101,0.9357253267203226,3.9466610894168506,15.576133754717,1.5390655837332368,3.2948867924528304,0.5719490567848742
1081,RandomForestRegressor,TANS770103,0.9357223187897115,3.831349917284937,14.679242188679291,1.355543766997714,3.040037735849066,0.4669387374720585
1036,RandomForestRegressor,RICJ880106,0.9357189379692779,3.6777963382520795,13.526185905660403,1.5315592460716438,2.9850754716981163,0.565484991289124
1101,RandomForestRegressor,WARP780101,0.9356722885553191,3.356300141749756,11.264750641509432,1.7130748268045173,2.7355849056603763,0.6562126467938485
862,RandomForestRegressor,MEIH800101,0.9355742876831008,3.9235699762449188,15.394401358490553,1.2999486932393682,3.269660377358489,0.46453138365474733
873,RandomForestRegressor,MONM990201,0.9355627651891835,4.227109693217175,17.8684563584906,1.3402929091622358,3.495981132075475,0.4451524150098868
921,RandomForestRegressor,OOBM850101,0.9355624440176773,3.405093617974374,11.59466254716981,1.7638278799029616,2.7473773584905685,0.672877130901428
976,RandomForestRegressor,QIAN880110,0.9355381236160558,4.389154893512566,19.2646806792453,1.3482602903350853,3.6398113207547196,0.43988065487143735
909,RandomForestRegressor,NAKH920108,0.9355345244448837,4.272251916023009,18.252136433962274,1.4172094740712147,3.6423584905660373,0.4935017420734398
