,Index,Descriptor,R2,RMSE,MSE,RPD,MAE,Explained Var
6815,RACS820112,_geary_autocorrelation,0.7782695668481763,2.729274550783039,7.448939573551959,2.1236715416302467,2.2461994103006426,0.7782761059107768
4276,MAXF760101,_dipeptide_composition,0.7778227437576688,2.767364319928483,7.658305279213234,2.121534997443904,2.26243147790469,0.7790085632913358
3520,KARS160107,_conjoint_triad,0.7774983176197531,2.728802624162006,7.446363761633451,2.1199877451390927,1.9944513973757276,0.777869878152512
2432,GARJ730101,_tripeptide_composition,0.7774178812946679,2.5961202662552485,6.739840436861223,2.119604651849441,2.0876196324575043,0.7804279311792856
7861,TSAJ990102,_dipeptide_composition,0.7770691668837111,2.7773723718785988,7.713797292074553,2.1179462317288187,2.1220196292962723,0.7874126595420137
6095,QIAN880106,_geary_autocorrelation,0.7770432745690614,2.6237300073014156,6.883959151213887,2.1178232479472117,2.0252270954926006,0.778876951459016
451,AVBF000107,_dipeptide_composition,0.7767777269206008,2.5287779952576117,6.394718149299106,2.1165631802815246,2.0664201003611415,0.7797425604701372
7501,ROSM880103,_dipeptide_composition,0.7760336670400335,2.9655051926972753,8.794221047914503,2.1130444373233805,2.3344970918880272,0.7774177919831823
871,CEDJ970103,_dipeptide_composition,0.7758669289012796,2.701071268538851,7.295785997726077,2.1122583180660115,2.1685351702376026,0.7816274105403243
7682,TAKK010101,_tripeptide_composition,0.7758351682643427,2.648493419821308,7.014517394836768,2.1121086758462932,2.1117068399147305,0.7762653490751259
1309,CHOP780210,_moran_autocorrelation,0.7755879054816169,2.91958309699277,8.523965460245893,2.110944768426592,2.3739541946522684,0.775664027975049
6940,RADA880106,_conjoint_triad,0.7754335749678078,2.6908099235223193,7.24045804452619,2.110219283344502,2.214635777363425,0.7762693492237879
6841,RACS820114,_dipeptide_composition,0.7754198372773521,2.9862569344025793,8.917730478267492,2.110154740727966,2.269941571727567,0.7812470643937655
6235,QIAN880115,_conjoint_triad,0.7753127609698569,2.516277568307565,6.331652800767833,2.109651876158298,2.0493939791600804,0.7753659383706657
7906,VASM830103,_dipeptide_composition,0.775195340692083,2.620643420600912,6.867771937938849,2.109100846065447,2.0534754838939873,0.7818088148910575
2356,FUKS010108,_dipeptide_composition,0.7751685918544893,2.6621082719110456,7.086820451377214,2.108975379444572,2.187149647016938,0.7762059302979981
