,Index,Category,R2,RMSE,MSE,RPD,MAE,Explained Var
517,TANS770105,sec_struct,0.5660050490480918,3.6744868079620034,13.501853301886793,1.5179506815533772,2.829,0.5840175253982901
549,WOLS870101,meta,0.5658336706990803,3.9834493799048314,15.867868962264184,1.5176510618675276,3.1459056603773603,0.5661159210917726
142,FAUJ880112,polar,0.5647044597310409,4.158536468857019,17.293425562813802,1.5156812954339183,3.4084330188679224,0.6231941934257497
182,GEOR030109,sec_struct,0.5638355043837133,4.067856913403487,16.54745986792454,1.5141707231419246,3.222509433962265,0.5639302156546534
82,CHOP780205,sec_struct,0.5633502075133249,3.9350341682964336,15.484493905660406,1.5133290571071005,3.306886792452837,0.5645400814432824
389,PONP930101,hydrophobic,0.5631138403238459,3.967397328985059,15.740241566037778,1.5129196258139932,3.285792452830195,0.586503526958694
226,KARP850102,flexibility,0.5629984411424191,4.085917619391369,16.694722792452833,1.512719853970668,3.120830188679244,0.563240248725398
20,AURR980117,sec_struct,0.562907517398193,3.744408896091893,14.02059798113211,1.5125625082004148,3.0038301886792484,0.5717014068825652
289,MAXF760105,sec_struct,0.5628491579403748,3.7106700051058796,13.769071886792467,1.5124615415938363,2.788150943396227,0.5755001022425081
234,KARS160107,meta,0.5622668753361482,3.7878536512144843,14.3478352830189,1.5114552513844255,3.1023018867924574,0.5632392579348555
86,CHOP780209,sec_struct,0.5615812777430195,4.088905562386251,16.719148698113223,1.5102729849027055,3.254018867924527,0.5638784998423283
257,KRIW790101,geometry,0.5615757644302619,3.714293487758821,13.795976113207585,1.5102634888110014,2.885547169811325,0.5750430144272074
359,OOBM850105,sec_struct,0.5615540550149571,3.949475310267814,15.598355226415046,1.510226098405707,3.2189245283018812,0.5622660151651679
347,OLSK800101,geometry,0.5615058692514707,4.264799145882132,18.188511754716966,1.510143117366974,3.536886792452827,0.5618339746479195
235,KARS160108,meta,0.5610602730205119,3.7754651543982574,14.254137132075458,1.5093764005418893,3.029471698113207,0.5664144998351233
330,NAKH900108,composition,0.5609118133939293,3.206236131677683,10.279950132075474,1.5091212121676405,2.5898679245282987,0.5735653030620507
23,AURR980120,sec_struct,0.5607560331840868,3.536942486236299,12.509962150943412,1.508853579502588,2.7816226415094354,0.6022240128646461
499,ROSM880102,hydrophobic,0.5600809790864101,4.282241028528773,18.337588226415164,1.5076954699567788,3.55294339622642,0.5612183193188015
46,BROC820101,hydrophobic,0.5598795406417286,4.200233874890016,17.6419646037736,1.5073504023929143,3.4178113207547205,0.5803589385088846
151,FUKS010102,composition,0.559825406670299,3.7516249762288547,14.074689962264156,1.5072577103409128,3.048566037735852,0.5662329992743137
258,KRIW790102,polar,0.5595720417729031,3.861655430042585,14.912382660377382,1.5068241080619298,3.072924528301891,0.5618203148581367
461,RADA880105,hydrophobic,0.5595127411997998,3.764831309959696,14.173954792452843,1.5067226765914816,3.0635849056603766,0.5600397774387931
284,MANP780101,hydrophobic,0.5593430912804425,3.782938762291207,14.310625679245332,1.5064326096677565,2.91432075471698,0.5600441338882435
208,JACR890101,hydrophobic,0.5589481545460474,3.871964695574272,14.992110603773565,1.5057579964378265,3.1346792452830194,0.5599523492727593
350,OOBM770101,geometry,0.5581744378580373,3.881929344277443,15.0693754339623,1.504438991063713,3.1473962264150956,0.5586277263316275
141,FAUJ880111,polar,0.5567549932855598,4.178208313727664,17.45742471290297,1.502028157187771,3.5746166217430413,0.5632249417382684
310,MUNV940103,sec_struct,0.5566244289678545,4.290266198804426,18.406384056603777,1.501806983837153,3.6705094339622657,0.5781529241922454
552,YANJ020101,geometry,0.5564578573127303,4.175539300836503,17.435128452830188,1.501524956559497,3.3755094339622653,0.5573883033773133
329,NAKH900107,composition,0.5558500419701347,4.004235116464134,16.033898867924538,1.5004971929161934,3.0627924528301915,0.5580718172516186
368,PALJ810109,sec_struct,0.5552907383485168,3.3811050526948265,11.431871377358485,1.4995533205648897,2.77677358490566,0.5598583231845893
466,RICJ880102,sec_struct,0.5549644019208375,3.9651153401102186,15.722139660377374,1.4990034222890725,3.2876226415094365,0.5633273149242619
421,QIAN880121,sec_struct,0.5549552683096104,3.8580933970521416,14.884884660377335,1.498988040256931,3.1614905660377324,0.5659113785626937
285,MAXF760101,sec_struct,0.5543973978283029,3.8178023931586056,14.575615113207578,1.4980494202044208,3.1502452830188714,0.5587739065171553
342,NAKH920107,composition,0.5540310731510298,3.621179905177366,13.112943905660359,1.497434035167629,2.7994528301886734,0.5554561296262268
172,GEIM800110,sec_struct,0.5538136879361772,4.101387137643822,16.82137645283018,1.4970692103520173,3.195660377358491,0.5585864838103329
419,QIAN880119,sec_struct,0.5535927222862632,3.7959787685550554,14.409454811320757,1.49669864984238,2.8248490566037736,0.5543388338841162
108,COSI940101,polar,0.551858028840091,3.9898343536807857,15.918778169811372,1.4937990880183143,3.1908867924528326,0.5518595610125969
230,KARS160103,meta,0.5513638349630423,4.049194541382549,16.395976433962236,1.4929761162761581,3.112433962264147,0.5640254198825901
500,ROSM880103,hydrophobic,0.5511838390315313,3.98593726105374,15.88769584905659,1.4926767101954668,3.2590188679245253,0.5842513497509763
375,PALJ810116,sec_struct,0.5506087277949089,4.055519376737627,16.44723741509435,1.4917212733289915,3.2561320754716947,0.5815401240856839
205,ISOY800106,sec_struct,0.5500041130939123,4.286817788840221,18.376806754716963,1.4907187977558851,3.2312830188679227,0.5530766731733312
434,QIAN880134,sec_struct,0.5497493309333599,4.466433869367595,19.94903150943399,1.4902969635114407,3.383811320754719,0.5507092201994964
116,DESM900101,composition,0.5487704796474916,3.937685559568938,15.50536756603774,1.4886796368249895,3.0803962264150955,0.5801017874684717
22,AURR980119,sec_struct,0.548746234081488,3.92171309314,15.379833584905708,1.488639643402267,3.2686792452830233,0.5561691166688936
470,RICJ880106,sec_struct,0.5478881266264861,4.02543344906237,16.204114452830165,1.4872262548598243,3.5078113207547137,0.5512195919036293
37,BEGF750101,sec_struct,0.5474112500377903,3.835220785261018,14.708918471698139,1.4864425297866586,3.1055283018867916,0.5565316405005689
211,JANJ780103,hydrophobic,0.5473385333057159,3.9149257324457696,15.326643490566045,1.4863231319668528,2.9269622641509443,0.5578090026895228
94,CIDH920101,hydrophobic,0.5460675879411656,3.8651012654848844,14.939007792452854,1.4842409281456381,3.113301886792455,0.5597161867476316
